personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0102,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-08,2024-10-31
P0102,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,29,,2024-10-31
P0102,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-01,2024-10-31
P0102,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-02,2024-10-31
P0103,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0103,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-05,2024-10-31
P0103,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-25,2024-10-31
P0103,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-21,2024-10-31
P0104,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-05,2024-10-31
P0104,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0104,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-23,2024-10-31
P0104,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-09-30,2024-10-31
P0105,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-11,2024-10-31
P0105,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-02,2024-10-31
P0105,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-25,2024-10-31
P0105,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,52,,2024-10-31
P0106,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-03,2024-10-31
P0106,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,79,,2024-10-31
P0106,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-03,2024-10-31
P0106,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-04,2024-10-31
P0107,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-31,2024-10-31
P0107,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-25,2024-10-31
P0107,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-26,2024-10-31
P0107,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-25,2024-10-31
P0108,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-13,2024-10-31
P0108,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0108,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0108,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-17,2024-10-31
P0109,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0109,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0109,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-22,2024-10-31
P0109,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-10,2024-10-31
P0110,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-02,2024-10-31
P0110,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-15,2024-10-31
P0110,2024-10,TRN003,Workplace Harassment Prevention,In Progress,76,,2024-10-31
P0110,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-10,2024-10-31
P0111,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-09,2024-10-31
P0111,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-29,2024-10-31
P0111,2024-10,TRN003,Workplace Harassment Prevention,In Progress,87,,2024-10-31
P0111,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-04,2024-10-31
P0112,2024-10,TRN001,Annual Security Awareness,In Progress,22,,2024-10-31
P0112,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-21,2024-10-31
P0112,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0112,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0113,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-31,2024-10-31
P0113,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-09,2024-10-31
P0113,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-12,2024-10-31
P0113,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,39,,2024-10-31
P0114,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-07,2024-10-31
P0114,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0114,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0114,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-14,2024-10-31
P0115,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-04,2024-10-31
P0115,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0115,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0115,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-30,2024-10-31
P0116,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-05,2024-10-31
P0116,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-31,2024-10-31
P0116,2024-10,TRN003,Workplace Harassment Prevention,In Progress,86,,2024-10-31
P0116,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-10,2024-10-31
P0117,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-10,2024-10-31
P0117,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-13,2024-10-31
P0117,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-31,2024-10-31
P0117,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,69,,2024-10-31
P0118,2024-10,TRN001,Annual Security Awareness,In Progress,57,,2024-10-31
P0118,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0118,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-26,2024-10-31
P0118,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-22,2024-10-31
P0119,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0119,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0119,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0119,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-25,2024-10-31
P0120,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-13,2024-10-31
P0120,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0120,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-15,2024-10-31
P0120,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,30,,2024-10-31
P0121,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-19,2024-10-31
P0121,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0121,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-30,2024-10-31
P0121,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-05,2024-10-31
P0122,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-07,2024-10-31
P0122,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0122,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-24,2024-10-31
P0122,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-20,2024-10-31
P0123,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0123,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-13,2024-10-31
P0123,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-16,2024-10-31
P0123,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-31,2024-10-31
P0124,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-11,2024-10-31
P0124,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-28,2024-10-31
P0124,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-28,2024-10-31
P0124,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-06,2024-10-31
P0125,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-04,2024-10-31
P0125,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-21,2024-10-31
P0125,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0125,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,58,,2024-10-31
P0126,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-16,2024-10-31
P0126,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-01,2024-10-31
P0126,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-09-30,2024-10-31
P0126,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,41,,2024-10-31
P0127,2024-10,TRN001,Annual Security Awareness,In Progress,56,,2024-10-31
P0127,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-05,2024-10-31
P0127,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0127,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-20,2024-10-31
P0128,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-04,2024-10-31
P0128,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-17,2024-10-31
P0128,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0128,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-16,2024-10-31
P0129,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-18,2024-10-31
P0129,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-19,2024-10-31
P0129,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0129,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-30,2024-10-31
P0130,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-19,2024-10-31
P0130,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-12,2024-10-31
P0130,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-04,2024-10-31
P0130,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-07,2024-10-31
P0131,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-18,2024-10-31
P0131,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-14,2024-10-31
P0131,2024-10,TRN003,Workplace Harassment Prevention,In Progress,41,,2024-10-31
P0131,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-09,2024-10-31
P0132,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0132,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-15,2024-10-31
P0132,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-03,2024-10-31
P0132,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-03,2024-10-31
P0133,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0133,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-14,2024-10-31
P0133,2024-10,TRN003,Workplace Harassment Prevention,In Progress,36,,2024-10-31
P0133,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-18,2024-10-31
P0134,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-31,2024-10-31
P0134,2024-10,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-10-31
P0134,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-20,2024-10-31
P0134,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-24,2024-10-31
P0135,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-07,2024-10-31
P0135,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-08,2024-10-31
P0135,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-11,2024-10-31
P0135,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-23,2024-10-31
P0136,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-26,2024-10-31
P0136,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-10,2024-10-31
P0136,2024-10,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-10-31
P0136,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-07,2024-10-31
P0137,2024-10,TRN001,Annual Security Awareness,In Progress,33,,2024-10-31
P0137,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-20,2024-10-31
P0137,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0137,2024-10,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-10-31
P0138,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-15,2024-10-31
P0138,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,64,,2024-10-31
P0138,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-23,2024-10-31
P0138,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,75,,2024-10-31
P0139,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-29,2024-10-31
P0139,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-30,2024-10-31
P0139,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0139,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-09,2024-10-31
P0140,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-06,2024-10-31
P0140,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-23,2024-10-31
P0140,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-19,2024-10-31
P0140,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-30,2024-10-31
P0141,2024-10,TRN001,Annual Security Awareness,In Progress,42,,2024-10-31
P0141,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-29,2024-10-31
P0141,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0141,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-11,2024-10-31
P0142,2024-10,TRN001,Annual Security Awareness,In Progress,63,,2024-10-31
P0142,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-25,2024-10-31
P0142,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-05,2024-10-31
P0142,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-05,2024-10-31
P0143,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-09,2024-10-31
P0143,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-21,2024-10-31
P0143,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-13,2024-10-31
P0143,2024-10,TRN004,Ethics & Compliance Fundamentals,In Progress,34,,2024-10-31
P0144,2024-10,TRN001,Annual Security Awareness,In Progress,65,,2024-10-31
P0144,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-16,2024-10-31
P0144,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-29,2024-10-31
P0144,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-11,2024-10-31
P0145,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0145,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-31,2024-10-31
P0145,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0145,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-14,2024-10-31
P0146,2024-10,TRN001,Annual Security Awareness,In Progress,44,,2024-10-31
P0146,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-30,2024-10-31
P0146,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0146,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-28,2024-10-31
P0147,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-28,2024-10-31
P0147,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-05,2024-10-31
P0147,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-30,2024-10-31
P0147,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-28,2024-10-31
P0148,2024-10,TRN001,Annual Security Awareness,Not Started,0,,2024-10-31
P0148,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-03,2024-10-31
P0148,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-01,2024-10-31
P0148,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-18,2024-10-31
P0149,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-21,2024-10-31
P0149,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,73,,2024-10-31
P0149,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-18,2024-10-31
P0149,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-02,2024-10-31
P0150,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-19,2024-10-31
P0150,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-31,2024-10-31
P0150,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-12,2024-10-31
P0150,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-30,2024-10-31
P0151,2024-10,TRN001,Annual Security Awareness,Not Started,0,,2024-10-31
P0151,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-09-30,2024-10-31
P0151,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-31,2024-10-31
P0151,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-18,2024-10-31
P0152,2024-10,TRN001,Annual Security Awareness,In Progress,88,,2024-10-31
P0152,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,61,,2024-10-31
P0152,2024-10,TRN003,Workplace Harassment Prevention,In Progress,61,,2024-10-31
P0152,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-09-30,2024-10-31
P0153,2024-10,TRN001,Annual Security Awareness,In Progress,87,,2024-10-31
P0153,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-20,2024-10-31
P0153,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-04,2024-10-31
P0153,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-06,2024-10-31
P0154,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-13,2024-10-31
P0154,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-15,2024-10-31
P0154,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-02,2024-10-31
P0154,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-28,2024-10-31
P0155,2024-10,TRN001,Annual Security Awareness,In Progress,71,,2024-10-31
P0155,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-18,2024-10-31
P0155,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-07,2024-10-31
P0155,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-26,2024-10-31
P0156,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-23,2024-10-31
P0156,2024-10,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-10-31,2024-10-31
P0156,2024-10,TRN003,Workplace Harassment Prevention,Completed,100,2024-10-06,2024-10-31
P0156,2024-10,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-10-22,2024-10-31
P0157,2024-10,TRN001,Annual Security Awareness,Completed,100,2024-10-14,2024-10-31
P0157,2024-10,TRN002,Data Protection Essentials (GDPR),In Progress,32,,2024-10-31
